"","K00012","K00026","K00028","K00029","K00033","K00036","K00052","K00058","K00059","K00099","K00122","K00128","K00133","K00134","K00161","K00208","K00284","K00286","K00297","K00306","K00411","K00430","K00432","K00434","K00454","K00517","K00549","K00565","K00600","K00615","K00627","K00658","K00695","K00696","K00700","K00763","K00764","K00770","K00799","K00826","K00830","K00850","K00858","K00873","K00876","K00889","K00895","K00901","K00921","K00927","K00940","K00943","K00963","K00966","K00967","K00968","K00972","K00975","K00981","K01001","K01006","K01051","K01069","K01082","K01087","K01100","K01103","K01110","K01115","K01177","K01188","K01228","K01237","K01246","K01456","K01469","K01490","K01501","K01507","K01528","K01535","K01580","K01595","K01601","K01602","K01610","K01613","K01623","K01626","K01648","K01673","K01674","K01703","K01711","K01714","K01723","K01738","K01792","K01810","K01835","K01845","K01872","K01893","K01895","K01897","K01915","K01930","K01934","K01939","K01968","K02112","K02115","K02133","K02145","K02149","K02154","K02160","K02202","K02210","K02212","K02267","K02320","K02335","K02437","K02575","K02636","K02641","K02692","K02693","K02699","K02705","K02709","K02713","K02716","K02717","K02725","K02871","K02873","K02876","K02885","K02891","K02901","K02902","K02904","K02905","K02935","K02938","K02941","K02942","K02943","K02947","K02949","K02951","K02953","K02955","K02976","K02979","K02981","K02984","K02991","K02995","K02997","K02998","K03006","K03029","K03032","K03033","K03061","K03063","K03094","K03107","K03125","K03127","K03130","K03131","K03134","K03217","K03238","K03239","K03243","K03251","K03252","K03253","K03254","K03257","K03260","K03262","K03283","K03350","K03541","K03680","K03781","K03809","K03841","K03861","K03942","K04077","K04079","K04354","K04368","K04565","K04646","K05277","K05298","K05350","K05391","K05658","K05857","K06063","K06100","K06617","K07198","K07512","K07904","K08054","K08232","K08248","K08269","K08331","K08333","K08486","K08495","K08504","K08515","K08516","K08653","K08678","K08679","K08901","K08910","K08912","K08913","K08915","K08916","K08917","K09291","K09480","K09481","K09490","K09518","K09580","K09584","K09680","K09753","K09754","K09828","K09832","K09840","K10046","K10144","K10527","K10534","K10580","K10581","K10590","K10592","K10609","K10643","K10685","K10712","K10747","K10775","K10802","K10846","K10848","K10884","K11093","K11129","K11131","K11155","K11262","K11420","K11517","K11583","K11584","K11816","K11826","K11984","K12119","K12121","K12196","K12197","K12200","K12448","K12449","K12450","K12471","K12486","K12489","K12492","K12493","K12580","K12591","K12592","K12603","K12604","K12607","K12616","K12617","K12657","K12741","K12811","K12813","K12815","K12818","K12819","K12821","K12822","K12823","K12825","K12827","K12828","K12835","K12840","K12842","K12843","K12846","K12847","K12850","K12854","K12855","K12860","K12874","K12875","K12876","K12879","K12883","K12885","K12890","K12893","K12896","K12897","K12900","K13071","K13126","K13130","K13171","K13336","K13343","K13354","K13412","K13414","K13429","K13430","K13436","K13447","K13448","K13456","K13458","K13464","K13484","K13506","K13513","K13525","K13545","K13648","K13719","K13800","K13917","K13946","K13993","K14003","K14005","K14006","K14007","K14009","K14011","K14012","K14015","K14157","K14190","K14297","K14300","K14301","K14303","K14309","K14312","K14313","K14314","K14319","K14325","K14327","K14328","K14376","K14398","K14404","K14407","K14411","K14432","K14484","K14488","K14491","K14496","K14497","K14498","K14499","K14500","K14503","K14509","K14510","K14512","K14513","K14553","K14558","K14559","K14572","K14573","K14641","K14649","K14674","K14759","K15397","K15405","K15633","K15728","K15741","K15889","K15893","K16054","K16055","K16240","K16241","K17108","K17398","K17497","K17725","K17917","K18442","K18443","K18834","K19476","K19517","K19801"
"Z_adt1_phos_L_2wk_KO",NA,-0.147094737,NA,NA,NA,1.877665573,NA,2.232628043,NA,-0.797464621,NA,NA,NA,NA,0.388415472,NA,NA,NA,NA,NA,NA,NA,NA,1.260611405,NA,-1.089338135,3.000166947,0.023188346,1.416948317,-0.27550881,NA,NA,NA,0.413336823,NA,NA,NA,-0.062093097,0.344678721,NA,0.030776791,NA,-2.164823943,NA,NA,0.207415812,0.889935273,-1.181600473,0.836839799,NA,0.689561151,NA,NA,-0.862543222,NA,NA,-0.024671787,-0.698735341,1.812334907,-0.697755752,NA,NA,NA,NA,-1.397231691,NA,1.532773002,NA,-0.518757041,-0.127037729,NA,NA,NA,NA,NA,NA,-0.538627904,-0.704339003,-0.428255339,-0.455838957,-0.998156494,NA,2.354235856,1.161159647,1.353330248,0.073381252,-0.287,1.689441047,NA,NA,0.696015291,NA,NA,-0.589994197,NA,NA,NA,0.881889676,NA,0.232603113,NA,NA,0.607104017,-1.612665313,NA,NA,NA,NA,NA,NA,-1.518704253,NA,NA,NA,NA,NA,NA,NA,1.16229823,NA,NA,NA,NA,NA,NA,NA,-1.924804656,-0.250101564,NA,-0.917541567,NA,-0.09631987,NA,NA,NA,NA,NA,-0.647251076,1.671505785,NA,NA,NA,NA,NA,NA,NA,NA,NA,-5.589033668,0.246379344,NA,NA,0.328487052,-0.532019504,0.667699682,NA,3.518243045,-0.50310636,0.208475415,2.817182487,NA,NA,NA,-0.029210539,NA,-2.642217503,-0.047347978,NA,NA,0.288147396,0.374759147,NA,NA,NA,NA,-0.408346404,NA,NA,0.520433064,NA,0.247934882,-0.64571676,0.300816733,NA,-0.496684222,-4.323415136,NA,-0.785544402,NA,-2.55144127,-0.50959318,NA,-1.368748191,NA,0.126670897,-0.409619646,NA,-1.962677093,0,NA,NA,-0.445676303,NA,0.317468909,NA,0.255827643,-1.063771931,-0.242632144,0.702766705,0.481314373,0.305917156,-1.445304761,NA,1.160485427,-1.765441249,NA,NA,-0.449556585,0.067667214,NA,-0.82791055,-0.242460238,-0.174492094,NA,NA,NA,-1.05384554,-0.431995296,0.385283674,1.104612149,0.493233427,NA,-3.942152771,-0.495693165,NA,-1.142025329,NA,-0.665699432,NA,0.770150719,0.125714966,NA,NA,NA,NA,0.223817709,NA,NA,0.824138565,NA,NA,-0.487864066,NA,0.39825602,-1.223245881,NA,NA,NA,1.915905688,NA,NA,NA,NA,NA,NA,NA,-1.302897044,NA,-1.38098018,-0.716821188,NA,NA,NA,NA,1.632474756,NA,NA,0.293888255,0.586992667,0.536,NA,NA,NA,NA,NA,-0.506330206,0.359008139,-1.014150943,NA,-1.907417549,0.460693502,-1.5719683,NA,0.740819218,NA,-0.536519223,1.493496649,0.071028655,0.332991299,NA,NA,-0.178695186,-0.999126819,0.141579827,NA,NA,0.516606515,0.764382025,-1.063978085,NA,NA,-0.051325654,NA,0.042490714,NA,NA,NA,NA,NA,NA,-0.159365034,-0.879820964,-1.588944875,-2.270661526,NA,-0.728713905,1.242897478,NA,NA,-0.390445358,0.442750211,-0.386513726,-0.077587741,NA,NA,NA,-0.207770443,NA,0.269627586,-0.262021458,-0.710059665,NA,NA,-2.439653885,NA,-0.396671045,0.5881073,0.346005144,NA,NA,-0.071644537,NA,NA,NA,NA,NA,NA,NA,1.258007405,NA,NA,-0.01026901,0.508555226,NA,NA,2.850044687,NA,2.59247317,0.55245049,NA,0.227233928,NA,-0.845168743,NA,NA,NA,NA,-0.337240134,0.253468832,0.107766197,-0.245875614,NA,0.016252005,-0.067721514,-0.513,-0.00806938,NA,-0.171,NA,NA,NA,0.745494559,NA,NA,-0.493442189,-0.086799978,-0.209964021,-1.717428237,NA,-0.424756076,NA,-0.292766005,1.773497918,2.720650509,NA,NA,1.246350251,1.51752289,0.013849512,NA,NA,0.193980418,NA,2.563812954,-0.374348101,0.797618116,NA,-0.594363462,NA,1.306437582,NA,0.204771181,-0.320452233,NA,NA,NA,NA,-0.159984812,0.6873426,-0.449,-0.636782185,NA,NA
"Z_adt3_phos_L_2wk_KO",NA,0.481329174,NA,NA,NA,0.591090289,NA,0.373950926,NA,0.098310712,NA,NA,NA,NA,-1.277123198,NA,NA,NA,NA,NA,NA,NA,NA,-0.021555119,NA,-1.338799793,1.296932344,0.181842274,-0.923095698,-0.454437353,NA,NA,NA,0.102977879,NA,NA,NA,-0.044561912,0.33552461,NA,0.116811072,NA,-0.233935691,NA,NA,-0.42623007,0.203785869,0.37198928,-0.035793211,NA,-0.344128262,NA,NA,-0.636275296,NA,NA,-0.884497159,-0.470072741,3.112510481,-0.52572022,NA,NA,NA,NA,0.301272396,NA,0.69053094,NA,-0.12793837,-0.078801852,NA,NA,NA,NA,NA,NA,0.46780427,-0.106067653,-0.04423078,-0.336608456,0.357510771,NA,1.185653205,0.966911446,0.815376849,1.582065642,-0.045615336,1.79346355,NA,NA,-1.767297756,NA,NA,-0.559668249,NA,NA,NA,1.005785168,NA,-0.801534518,NA,NA,-0.036503027,-0.532258852,NA,NA,NA,NA,NA,NA,-1.024209364,NA,NA,NA,NA,NA,NA,NA,2.39735224,NA,NA,NA,NA,NA,NA,NA,-2.230811317,-0.968573751,NA,-0.2657323,NA,-2.695451551,NA,NA,NA,NA,NA,0.190340111,0.886724727,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.998,0.312947337,NA,NA,0.044528173,0.072605349,0.143580641,NA,0.013019837,1.484406865,-0.191109662,2.953062969,NA,NA,NA,-0.279566873,NA,-0.601867592,-0.721991018,NA,NA,-0.0621,0.449865233,NA,NA,NA,NA,0.049692241,NA,NA,-0.133507926,NA,-0.132,-0.109385802,-1.06613389,NA,-1.297873125,0.10367315,NA,0.118397228,NA,-1.215540361,0.219769838,NA,-0.936406573,NA,0.248482529,0.385791642,NA,-1.354271164,-0.617451255,NA,NA,-0.12253025,NA,0.202652539,NA,-0.435485341,-1.44,-0.953076772,-0.432407032,-0.40133797,0.319134122,0.143097401,NA,-0.114399544,-0.503563122,NA,NA,-0.230092491,0.72628586,NA,-0.33953565,-0.511752773,-0.001115713,NA,NA,NA,-0.444382355,0.81381904,0.108017925,0.602921503,-0.771189256,NA,-2.372926208,0.757407021,NA,-0.335754128,NA,-0.423293113,NA,-0.288174487,0.457099955,NA,NA,NA,NA,0.184976014,NA,NA,0.558765559,NA,NA,0.620878843,NA,0.384592457,0.445645833,NA,NA,NA,1.123249946,NA,NA,NA,NA,NA,NA,NA,-0.711617105,NA,0.388516678,-0.018429673,NA,NA,NA,NA,0.073678143,NA,NA,-1.032228537,0.0509,0.127855546,NA,NA,NA,NA,NA,-0.029086553,-0.075268501,-1.667411239,NA,-1.068480137,0.750648452,-0.786674464,NA,0.069636851,NA,0.536457039,-0.006007893,0.010779768,-0.635192041,NA,NA,0.616800736,-0.499466484,-0.3899244,NA,NA,0.33782045,0.192952364,-0.489838584,NA,NA,0.31721148,NA,-0.105786026,NA,NA,NA,NA,NA,NA,-0.597230296,-0.425064,0.297180773,-0.337585307,NA,-1.354912107,-0.341760025,NA,NA,-0.583988881,-0.194684547,-1.036589615,-0.004655034,NA,NA,NA,-0.240517187,NA,0.069754076,-0.102850597,-0.320454942,NA,NA,-0.126885246,NA,0.249076541,-0.162142587,-0.250002978,NA,NA,-0.507334872,NA,NA,NA,NA,NA,NA,NA,-0.033809836,NA,NA,-0.153340162,0.182488054,NA,NA,-0.113609715,NA,0.4431761,-0.026049484,NA,1.34436618,NA,-0.984975167,NA,NA,NA,NA,-0.013763491,1.858848407,1.471936531,-0.556458336,NA,-0.440692797,0.493897485,1.269867772,-0.252942378,NA,-0.658,NA,NA,NA,-0.193612828,NA,NA,-0.052293112,1.102794366,-0.944358551,0.274277007,NA,1.338252053,NA,-0.978536183,0.94521259,1.276788478,NA,NA,-4.385281356,0.8985663,-0.257306249,NA,NA,-0.012801035,NA,-0.656817542,-0.332457708,-1.07496322,NA,0.88794778,NA,0.081361901,NA,-0.374555521,-0.394131675,NA,NA,NA,NA,-0.056691166,0.396836542,0.369580408,1.545361179,NA,NA
"Z_adt4_phos_L_2wk_KO",NA,0.151261107,NA,NA,NA,0.325266408,NA,1.856286351,NA,0.218214125,NA,NA,NA,NA,-0.629,NA,NA,NA,NA,NA,NA,NA,NA,1.060589342,NA,-0.9813704,2.060272321,0.297811497,-1.338380147,-0.617407104,NA,NA,NA,0.865499391,NA,NA,NA,0.038499167,0.272525629,NA,-0.065139407,NA,-1.137247218,NA,NA,-0.369523797,-0.074887041,0.352777278,0.31127048,NA,-0.589317086,NA,NA,-0.742277701,NA,NA,-0.781737729,-2.576916225,1.640516038,0.876446057,NA,NA,NA,NA,0.79682169,NA,0.253636608,NA,0.303403618,0.171488227,NA,NA,NA,NA,NA,NA,0.464541786,-0.242139114,0.122337129,-0.00083,0.189220873,NA,1.814908774,0.689114249,0.484007338,-0.836094188,-0.253,-0.349710299,NA,NA,-2.133165015,NA,NA,-0.567736745,NA,NA,NA,0.64934662,NA,0.486152397,NA,NA,0.72929583,-0.616255689,NA,NA,NA,NA,NA,NA,-1.513206688,NA,NA,NA,NA,NA,NA,NA,1.736471124,NA,NA,NA,NA,NA,NA,NA,-2.801376907,-1.30082508,NA,-1.091978295,NA,-0.730090315,NA,NA,NA,NA,NA,-0.665673029,1.466124116,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.140975553,0.631714418,NA,NA,0.139257963,-0.264407065,-0.084,NA,0.613019899,-0.557717636,0.255756414,1.207219836,NA,NA,NA,0.005519292,NA,-1.232018403,0.600076571,NA,NA,-0.127,0.379634191,NA,NA,NA,NA,0.425203681,NA,NA,0.301927007,NA,-0.172597615,-0.174646728,0.130501189,NA,-1.270779529,1.801312667,NA,-0.977078051,NA,-0.329354851,0.335444005,NA,0.05642936,NA,-0.27414253,-0.232395992,NA,-2.319725095,0.642258102,NA,NA,0.172101011,NA,-0.001052156,NA,-0.519,-1.416804813,-0.625014707,0.826916247,0.342492874,0.710153286,0.725517881,NA,0.758875273,-0.828165463,NA,NA,0.23963877,1.238954855,NA,0.003770221,0.324634437,0.296654738,NA,NA,NA,-0.524577107,0.752840481,-0.34687331,0.596017907,-2.094469594,NA,-0.82485464,1.037403243,NA,-0.353388207,NA,-0.74297925,NA,-0.95845005,0.215809766,NA,NA,NA,NA,0.189332392,NA,NA,0.892788216,NA,NA,0.765627007,NA,0.202136086,0.15506974,NA,NA,NA,2.094883636,NA,NA,NA,NA,NA,NA,NA,-0.34566384,NA,0.562145085,0.402487252,NA,NA,NA,NA,-1.670723203,NA,NA,-1.066575739,0.044697553,-0.890294791,NA,NA,NA,NA,NA,-0.728694022,-0.010718191,0.411621311,NA,-1.711546327,-0.603043843,-1.077310943,NA,0.412472317,NA,0.044552981,-1.288788507,-0.030477022,-0.033759427,NA,NA,0.288066146,-0.060037712,0.296,NA,NA,1.722059293,0.537889682,0.061229826,NA,NA,1.1384695,NA,0.995434235,NA,NA,NA,NA,NA,NA,0.415610053,-0.379564365,-0.369112785,-0.560937288,NA,-0.734876423,1.049750652,NA,NA,-1.149652501,0.268989109,-1.676203418,0.163554419,NA,NA,NA,-0.153061113,NA,0.552507058,0.477416846,0.644676432,NA,NA,-0.7607104,NA,0.614999222,-0.260482547,0.307419369,NA,NA,0.170302217,NA,NA,NA,NA,NA,NA,NA,0.952574479,NA,NA,0.117496476,1.08712061,NA,NA,-0.031486387,NA,0.706628052,0.01174242,NA,1.44606538,NA,-0.016342335,NA,NA,NA,NA,-0.435333538,1.096138017,0.045605299,-0.325424,NA,-1.471233279,0.749,0.130528527,-0.637030902,NA,-0.408,NA,NA,NA,0.246036422,NA,NA,-0.829141668,0.36078155,0.020734468,0.83385629,NA,-0.840717833,NA,-0.75613356,1.661360417,1.216373605,NA,NA,-10.64830118,0.016204588,-0.441867849,NA,NA,-0.021978858,NA,0.595,-0.105560678,2.152835077,NA,0.310006599,NA,0.616363714,NA,-0.066900389,-0.947977402,NA,NA,NA,NA,-0.235183064,-0.097891528,0.471467261,0.292124672,NA,NA
"Z_adt5_phos_L_2wk_KO",NA,0.659998882,NA,NA,NA,1.662957823,NA,0.601797012,NA,0,NA,NA,NA,NA,-0.649685934,NA,NA,NA,NA,NA,NA,NA,NA,-0.796259543,NA,-1.282515347,1.042210192,-0.155914235,0.870721448,-0.368690873,NA,NA,NA,0.539171606,NA,NA,NA,-0.002734817,0.4460869,NA,0.1568016,NA,-0.231413022,NA,NA,-0.090066115,0.172047379,0.962795086,0.492397003,NA,-0.33852416,NA,NA,-0.173442213,NA,NA,0.580831148,-1.308638701,0.982691277,-0.303138734,NA,NA,NA,NA,0.591235754,NA,0.144405855,NA,-0.394138237,-0.543706021,NA,NA,NA,NA,NA,NA,0.536303223,-0.15981062,-0.03535265,-0.298095577,-0.221536618,NA,1.175951504,1.03377011,1.012473881,1.644638471,-0.188,0.450708108,NA,NA,0.257879924,NA,NA,-0.58771535,NA,NA,NA,0.964993529,NA,0.243981768,NA,NA,0.030298725,-0.702861873,NA,NA,NA,NA,NA,NA,-0.21615271,NA,NA,NA,NA,NA,NA,NA,1.622158614,NA,NA,NA,NA,NA,NA,NA,-1.702412589,-1.123720081,NA,-0.837000373,NA,-0.628324178,NA,NA,NA,NA,NA,-0.616350242,0.231982405,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.72,-0.333658771,NA,NA,-0.143145011,0.300917273,0.259597929,NA,2.112616444,-0.282048612,0.940511989,2.474368016,NA,NA,NA,0.42,NA,-1.022503472,-0.59905863,NA,NA,-0.814208848,0.709942536,NA,NA,NA,NA,-0.09460085,NA,NA,0.13286606,NA,-0.226,-1.148319391,-2.919763453,NA,-0.168422586,-0.11888148,NA,0.058052881,NA,0,0.606045535,NA,-1.060350424,NA,0.150795188,-0.706775242,NA,-2.330963845,-0.004853177,NA,NA,-0.115068349,NA,0.342807033,NA,-0.314132221,-0.222385039,-0.559575486,0.066678382,-0.247293836,0,-0.53098776,NA,0.2969614,-1.664543624,NA,NA,-0.316557141,-0.619347155,NA,-0.535858999,-0.618066038,0.219148558,NA,NA,NA,-0.30811903,-0.165613741,0.43738426,0.218509356,-0.163438943,NA,-0.782966486,0.028486828,NA,-0.398189166,NA,1.371591775,NA,0.795878799,0.908147304,NA,NA,NA,NA,-0.034229073,NA,NA,1.225066829,NA,NA,0.523647135,NA,-0.268578383,0.692189754,NA,NA,NA,-0.488453464,NA,NA,NA,NA,NA,NA,NA,-0.63257586,NA,-0.306034559,1.304804319,NA,NA,NA,NA,0.79540026,NA,NA,-0.303065788,0.420784841,-0.721976404,NA,NA,NA,NA,NA,-0.205331601,-0.950170161,0.288867953,NA,-1.317717825,0.960107523,-0.891597484,NA,0.634048736,NA,-0.339394101,0.653351822,-0.08750294,0.053351224,NA,NA,-0.641067302,-1.415928506,-0.212776013,NA,NA,-1.426759447,0.866447799,0.420088326,NA,NA,0.359690957,NA,0.147,NA,NA,NA,NA,NA,NA,-1.191353547,-1.071546003,-0.44697496,-0.305527004,NA,-0.467088357,-0.839304803,NA,NA,-0.727598594,-0.236228297,-0.878508272,0.046910247,NA,NA,NA,0.081534775,NA,0.538449158,-0.25815003,-0.413746169,NA,NA,-0.594142187,NA,0.728017396,-0.077291372,-0.519141277,NA,NA,0.20868355,NA,NA,NA,NA,NA,NA,NA,-0.033981142,NA,NA,-0.342668233,0.305375135,NA,NA,0.218670246,NA,0.867512476,0.066503914,NA,-0.135121572,NA,-0.173182145,NA,NA,NA,NA,1.192469651,0.818571625,-0.47606331,-0.25620102,NA,-0.97442347,0.050123686,0.584463466,0.425587378,NA,-0.397,NA,NA,NA,0.061695329,NA,NA,0.332759363,-0.31535911,0.085548096,0.193176323,NA,-0.135117703,NA,-0.16726948,0.530978236,-0.384726166,NA,NA,0.571262728,0.372880878,-0.23030543,NA,NA,0.098363408,NA,1.028972804,0.074855003,0.814896528,NA,-0.13538573,NA,0.64743134,NA,-0.341275781,-0.659354223,NA,NA,NA,NA,-0.398334757,0.802394848,-0.132442391,0.00423264,NA,NA
"Z_adt6_phos_L_2wk_KO",NA,0.036747843,NA,NA,NA,0.134172403,NA,2.057721185,NA,1.100054772,NA,NA,NA,NA,-0.437292427,NA,NA,NA,NA,NA,NA,NA,NA,-0.201074315,NA,-1.349465885,1.508523577,-0.164882732,2.378295233,-0.60466219,NA,NA,NA,0.61745198,NA,NA,NA,0.136289774,0.013979098,NA,0.335957176,NA,-1.627527249,NA,NA,0.240203479,-0.018980896,0.844938729,0.517320363,NA,0.174009071,NA,NA,-0.565353926,NA,NA,0.163134261,-1.347922765,0.25282456,0.611514451,NA,NA,NA,NA,0.699600535,NA,0.548941006,NA,-0.119599548,0.474066437,NA,NA,NA,NA,NA,NA,-0.002189728,-0.463352553,0.07486196,-0.274628588,1.111354276,NA,1.518362694,0.896778736,0.661705199,1.675107709,-0.31522097,-0.303077126,NA,NA,0.340425931,NA,NA,-0.736433483,NA,NA,NA,1.556588207,NA,0.469625595,NA,NA,0.523828902,-1.305903459,NA,NA,NA,NA,NA,NA,-1.351727763,NA,NA,NA,NA,NA,NA,NA,0.001115713,NA,NA,NA,NA,NA,NA,NA,-2.749247815,0.004280784,NA,-1.250281606,NA,-0.0304,NA,NA,NA,NA,NA,-0.680128064,1.254532801,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.804044923,-1.914934718,NA,NA,0.748026184,0.225041971,0.300696937,NA,1.239887531,0.511396399,1.088971035,3.036534534,NA,NA,NA,0.734559759,NA,-1.374981107,0.63268167,NA,NA,-0.871694795,-0.145257823,NA,NA,NA,NA,-0.029535392,NA,NA,-0.138579833,NA,0.255823063,-1.304258931,-4.852485548,NA,-0.364060693,0.460503311,NA,0.1033875,NA,-1.001669665,1.185247121,NA,-1.075684469,NA,0.132515295,-0.008793969,NA,-3.879163096,0.252964601,NA,NA,-0.105368478,NA,0.016032286,NA,-0.308563245,-1.278764855,-0.160751214,0.860851924,-0.407299599,0.787078173,-1.029400452,NA,0.875276735,-1.131735374,NA,NA,0.255471388,0.339746833,NA,0.12704248,0.238567578,0.087683519,NA,NA,NA,-0.068590927,0.913866579,0.039290001,0.549564516,-1.257799599,NA,-1.97406003,0.17883192,NA,-0.420967398,NA,-0.450642779,NA,-0.484469217,0.705572177,NA,NA,NA,NA,0.244861632,NA,NA,0.135425022,NA,NA,0.191044787,NA,0.37778522,0.085456924,NA,NA,NA,-0.101885034,NA,NA,NA,NA,NA,NA,NA,-0.197387219,NA,-1.358996415,0.916854414,NA,NA,NA,NA,-1.783378765,NA,NA,0.184536628,1.092112681,-0.930677148,NA,NA,NA,NA,NA,0,-0.084776891,-0.582368172,NA,-2.074313924,-1.23015773,0,NA,0.414678818,NA,-0.320621852,-1.030230471,0.08895578,0.158205027,NA,NA,-0.329651563,-0.785236172,-0.38726182,NA,NA,-1.441034569,2.32053946,0.138333367,NA,NA,0.295279283,NA,0.0677,NA,NA,NA,NA,NA,NA,0.144995351,-0.395731708,-0.289368923,0.101833409,NA,-1.157114043,-0.483396418,NA,NA,-0.729351697,-0.081068398,-0.55809434,-0.008009564,NA,NA,NA,0.180079462,NA,0.139888314,0.537640148,0.853765816,NA,NA,-0.57903211,NA,0,0.14231109,0.058705839,NA,NA,-0.155617391,NA,NA,NA,NA,NA,NA,NA,0.076703763,NA,NA,0.086751927,1.239764007,NA,NA,0.89602443,NA,1.282922769,0.295907381,NA,0.204756155,NA,-0.719459971,NA,NA,NA,NA,0.510329703,-0.281270879,0.812314843,-0.425902568,NA,-1.925076383,0.200907552,0.994445098,-0.297645575,NA,-0.433520718,NA,NA,NA,0.245415919,NA,NA,-0.013323718,0.052996652,0.121833949,0.362493769,NA,0.71924471,NA,0.217707508,-1.180864788,-0.934042004,NA,NA,0.535075589,0.616541246,0.489107004,NA,NA,-0.036440388,NA,1.300483453,0.126340702,-0.188505563,NA,-0.148554919,NA,1.674065409,NA,-0.415960473,0.028568208,NA,NA,NA,NA,0.05073567,-1.071917953,0.677994884,0.149614325,NA,NA
"Z_adt45_phos_L_2wk_KO",1.155601842,NA,NA,-0.281010449,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.048446997,NA,NA,0.215744266,-0.450350311,NA,NA,NA,NA,NA,1.198802235,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.795589297,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.236,0.588591542,NA,NA,NA,NA,NA,NA,-1.505290408,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.055992394,NA,0.199111925,1.387998672,NA,NA,NA,NA,NA,NA,0.644282294,NA,NA,-0.331017059,0.178371586,NA,1.111489757,NA,-0.924589581,0.760521159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.260842163,NA,NA,NA,NA,NA,NA,0.358464953,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.20565678,0.363027471,NA,-1.077870833,NA,NA,NA,NA,NA,0.503807225,NA,NA,NA,NA,NA,NA,NA,0.443824205,0.005086449,-1.177122629,NA,NA,NA,NA,NA,NA,NA,NA,1.519856448,NA,NA,NA,NA,NA,NA,-2.216128281,1.170085254,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.131774414,0.564134962,NA,NA,NA,0.306766219,NA,-1.035070649,NA,NA,NA,NA,NA,-0.577516216,NA,NA,NA,NA,NA,NA,NA,1.735199087,NA,NA,NA,NA,0.312303848,NA,-0.587318392,NA,NA,NA,-0.086772226,0.227851453,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.899822887,NA,NA,NA,NA,0,NA,-2.818619811,NA,NA,0.137842748,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.747951384,NA,0.413661583,NA,NA,NA,NA,0.991841753,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.440709493,-0.174124775,NA,NA,NA,NA,NA,NA,NA,NA,0.235417727,NA,-0.210844785,NA,NA,NA,0.567105858,NA,NA,NA,NA,NA,-0.070251642,0,-0.238241583,NA,NA,NA,NA,NA,-0.111692576,NA,NA,NA,NA,NA,NA,NA,NA,0.492768341,NA,NA,NA,NA,NA,NA,NA,NA,-0.056711135,NA,NA,NA,0.195104851,NA,NA,-0.110293518,-0.072112819,-0.084638518,0.266040357,NA,NA,NA,0.073898733,NA,-0.254974447,-4.241752257,NA,NA,NA,NA,NA,NA,NA,NA,0.7045443,NA,NA,NA,NA,NA,NA,-0.607933087,NA,NA,NA,NA,NA,NA,-0.598723802,NA,NA,NA,NA,0.548556835,1.130004494,NA,NA,NA,-0.607435017,NA,NA,NA,NA,NA,NA,NA,-0.202320567,NA,NA,NA,NA,1.705181748,NA,-0.71435392,NA,NA,NA,NA,NA,NA,NA,NA,-0.750147602,NA,NA,NA,NA,-1.438904445,NA,1.198191699,NA,NA,NA,1.491871516,NA,NA,NA,NA,NA,0.593438997,0.139356998,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.181440894,NA,NA,-0.867786964,NA,0.389383052,-0.207735205,NA,NA
